customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count,tenure_days,churn_risk,complaints_total,escalated_any,avg_csat,score_decile
8356-BMJOG,2023-07-28,Paid,2027-07-28,Basic,Annual,,,7.99,530,32,0,deepak,India,Telangana,Female,2002-06-09,,0,,,1138.0,low,0,0,,3
8364-RNLST,2023-10-16,Refferal,2024-10-16,Basic,Monthly,2023-12-16,Switched to competitor,7.99,60,64,1,geetha,India,Maharashtra,Female,1970-11-25,2023-11-26,1,20.0,1.0,61.0,med,1,1,20.0,8
8370-VUXGZ,2023-08-24,Paid,2027-08-24,Standard,Annual,,,15.99,935,21,0,lakshmi,India,West Bengal,Male,1975-06-15,,0,,,1111.0,low,0,0,,1
8377-HEOZE,2019-12-03,Refferal,2026-12-03,Basic,Annual,,,6.99,740,25,0,neha,India,Telangana,Male,1992-06-22,2023-03-17,0,80.0,1.0,2471.0,low,1,0,80.0,2
8380-OBBMK,2024-09-06,Paid,2025-09-06,Basic,Monthly,2024-11-01,Technical problems,7.99,60,95,1,vishal,India,Delhi,Male,1979-06-15,2024-10-21,1,10.0,3.0,56.0,high,3,1,36.7,10
8391-DVXRI,2021-05-01,Organic,2027-05-01,Premium,Annual,,,22.99,1563,39,0,asha,India,Delhi,Male,1998-09-25,2022-07-22,0,60.0,1.0,1956.0,low,1,0,60.0,4
8396-LNJEY,2022-03-28,Organic,2027-03-28,Standard,Annual,,,15.99,1409,28,0,sameer,India,Madhya Pradesh,Female,1974-05-19,2024-12-27,0,60.0,1.0,1625.0,low,1,0,60.0,2
8428-KICVT,2026-04-01,Organic,2027-04-01,Standard,Annual,,,15.99,455,25,0,lakshmi,India,Gujarat,Female,1973-09-27,,0,,,160.0,low,0,0,,2
8450-BPYRY,2023-03-25,Paid,2025-03-25,Standard,Monthly,2024-10-17,Technical problems,15.99,377,65,1,vivek,India,Uttar Pradesh,Female,1993-06-12,,0,,,572.0,med,0,0,,8
8455-XFXDN,2025-04-20,Organic,2027-04-20,Standard,Monthly,2026-06-05,Switched to competitor,13.99,234,66,1,divya,India,Gujarat,Male,1985-05-29,2025-09-20,0,80.0,2.0,411.0,med,2,0,55.0,9
8460-SVVLB,2021-07-02,Organic,2027-07-02,Standard,Monthly,,,13.99,962,51,0,vikram,India,Tamil Nadu,Female,1991-05-12,2023-11-05,0,100.0,2.0,1894.0,med,2,0,85.0,6
8462-YLDHW,2023-07-03,Refferal,2027-07-03,Standard,Annual,,,15.99,1315,40,0,rahul,India,Uttar Pradesh,Female,2006-03-17,,0,,,1163.0,low,0,0,,4
8468-NFPDA,2024-02-25,Paid,2027-02-25,Premium,Annual,,,22.99,1443,30,0,abhishek,India,Delhi,Male,2001-02-13,2025-08-09,0,50.0,1.0,926.0,low,1,0,50.0,3
8472-WIIWO,2026-03-22,Organic,2027-03-22,Basic,Annual,,,7.99,233,52,0,pooja,India,Tamil Nadu,Female,1961-03-24,2026-07-26,1,50.0,1.0,170.0,med,1,1,50.0,6
8473-WVGQP,2025-10-03,Paid,2026-10-03,Standard,Annual,,,15.99,410,43,0,rohit,India,West Bengal,Male,1986-03-18,2025-12-05,0,80.0,1.0,340.0,low,1,0,80.0,5
8504-LBWEH,2021-04-01,Paid,2026-04-01,Basic,Monthly,2025-10-28,Too expensive,7.99,475,71,1,dinesh,India,Maharashtra,Male,2000-02-19,2024-03-01,0,40.0,1.0,1671.0,high,1,0,40.0,9
8504-PTPIR,2020-07-19,Refferal,2023-07-19,Premium,Monthly,2023-01-21,Moved to family plan,22.99,694,76,1,tarun,India,Kerala,Male,2005-10-05,2022-04-13,0,40.0,3.0,916.0,high,3,1,33.3,10
8514-RRNAK,2024-08-13,Paid,2027-08-13,Basic,Annual,,,6.99,374,35,0,rakesh,India,Delhi,Male,1991-09-18,,0,,,756.0,low,0,0,,3
8519-CQJUB,2020-10-17,Organic,2022-10-17,Basic,Monthly,2022-08-12,Moved to family plan,7.99,170,78,1,rohit,India,West Bengal,Female,1960-06-21,2021-04-19,1,20.0,1.0,664.0,high,1,1,20.0,10
8536-DZQEL,2022-10-04,Organic,2026-10-04,Premium,Annual,,,22.99,1451,18,0,nikhil,India,Gujarat,Male,1989-07-16,,0,,,1435.0,low,0,0,,1
8541-MUILN,2024-03-10,Organic,2026-03-10,Standard,Monthly,2025-06-20,Switched to competitor,13.99,204,59,1,tarun,India,Gujarat,Male,1960-04-20,,0,,,467.0,med,0,0,,7
8542-UVFAX,2023-06-23,Paid,2026-06-23,Basic,Monthly,2026-02-12,Switched to competitor,6.99,240,68,1,lakshmi,India,Telangana,Male,1984-12-29,2025-12-21,0,40.0,1.0,965.0,med,1,0,40.0,9
8555-HXHLR,2021-10-10,Paid,2026-10-10,Basic,Annual,,,6.99,568,34,0,rakesh,India,Bihar,Male,1971-11-13,,0,,,1794.0,low,0,0,,3
8575-IIBKM,2020-03-20,Paid,2025-03-20,Basic,Monthly,2024-04-30,No longer needed,7.99,377,69,1,aniket,India,Uttar Pradesh,Male,1970-04-05,,0,,,1502.0,med,0,0,,9
8576-KVUYX,2023-03-08,Paid,2027-03-08,Premium,Monthly,,,25.99,1127,59,0,siddharth,India,West Bengal,Male,2006-03-08,2024-10-23,0,90.0,1.0,1280.0,med,1,0,90.0,7
8582-VHQET,2024-03-21,Organic,2027-03-21,Standard,Annual,,,13.99,786,21,0,farah,India,West Bengal,Female,2007-09-14,2024-12-28,0,100.0,1.0,901.0,low,1,0,100.0,1
8602-FHZVF,2021-04-09,Organic,2027-04-09,Basic,Annual,,,6.99,551,41,0,kavya,India,Karnataka,Male,1963-09-11,,0,,,1978.0,low,0,0,,4
8610-XXLTI,2022-12-13,Organic,2026-12-13,Standard,Annual,,,13.99,1100,29,0,priya,India,Delhi,Female,1963-06-12,,0,,,1365.0,low,0,0,,2
8611-UNCAF,2023-11-29,Paid,2026-11-29,Standard,Annual,,,13.99,757,31,0,nandini,India,Tamil Nadu,Male,2001-07-11,,0,,,1014.0,low,0,0,,3
8633-AGGLD,2023-06-01,Paid,2027-06-01,Basic,Annual,,,6.99,440,51,0,raghav,India,Delhi,Female,1976-11-01,2026-06-22,1,50.0,1.0,1195.0,med,1,1,50.0,6
8642-UASCT,2022-11-16,Refferal,2026-11-16,Premium,Monthly,,,25.99,1857,42,0,shreya,India,Tamil Nadu,Female,1963-07-04,,0,,,1392.0,low,0,0,,4
8669-IFEFL,2025-09-09,Organic,2026-09-09,Basic,Monthly,,,7.99,177,70,0,rohit,India,Tamil Nadu,Male,1962-03-09,2026-08-12,0,80.0,1.0,364.0,high,1,0,80.0,9
8669-OBMVR,2026-04-11,Paid,2027-04-11,Premium,Annual,,,25.99,761,13,0,nisha,India,Telangana,Male,1993-04-10,,0,,,150.0,low,0,0,,1
8672-BJTOG,2021-12-15,Organic,2026-12-15,Premium,Monthly,,,22.99,1667,54,0,deepak,India,Karnataka,Female,1968-03-09,2025-10-22,0,80.0,2.0,1728.0,med,2,0,85.0,6
8684-QOKDJ,2025-06-11,Paid,2026-06-11,Basic,Annual,2025-09-05,No longer needed,7.99,60,47,1,sneha,India,Kerala,Male,1976-05-12,,0,,,86.0,low,0,0,,5
8711-MOHXM,2022-11-26,Organic,2026-11-26,Standard,Annual,,,13.99,1149,6,0,amit,India,Tamil Nadu,Female,1963-02-16,2023-07-20,0,50.0,1.0,1382.0,low,1,0,50.0,1
8711-OSKUL,2021-02-14,Paid,2024-02-14,Premium,Monthly,2023-03-04,Switched to competitor,22.99,632,76,1,vivek,India,West Bengal,Male,2000-10-02,2022-06-22,0,40.0,3.0,748.0,high,3,1,40.0,10
8722-LCIUN,2025-02-27,Organic,2027-02-27,Standard,Monthly,,,15.99,499,61,0,sneha,India,Maharashtra,Male,1979-12-17,2025-06-10,0,90.0,1.0,558.0,med,1,0,90.0,8
8728-AVQPR,2023-12-21,Organic,2026-12-21,Standard,Annual,,,15.99,557,33,0,vivek,India,Uttar Pradesh,Male,2006-11-22,2024-01-29,0,70.0,1.0,992.0,low,1,0,70.0,3
8735-EDRPB,2019-09-22,Paid,2023-09-22,Basic,Monthly,2023-08-07,Switched to competitor,7.99,360,90,1,aarti,India,Maharashtra,Female,1990-01-05,2022-08-08,0,30.0,2.0,1415.0,high,2,1,20.0,10
8776-YHZQB,2026-06-09,Organic,2027-06-09,Basic,Monthly,2026-07-31,Too expensive,7.99,60,61,1,naveen,India,Gujarat,Male,2007-05-14,2026-06-28,0,60.0,1.0,52.0,med,1,0,60.0,8
8778-QDDMP,2021-04-23,Paid,2027-04-23,Standard,Annual,,,15.99,1643,24,0,rahul,India,Tamil Nadu,Female,1986-10-04,2025-09-03,0,80.0,1.0,1964.0,low,1,0,80.0,2
8784-YZZYT,2025-06-30,Organic,2027-06-30,Basic,Monthly,,,7.99,228,64,0,abhishek,India,Madhya Pradesh,Female,1969-02-24,2025-10-19,0,70.0,2.0,435.0,med,2,1,60.0,8
8789-MZTQX,2020-03-29,Refferal,2026-03-29,Basic,Monthly,2025-07-25,Moved to family plan,6.99,467,76,1,ananya,India,Delhi,Male,1976-09-11,2023-01-30,1,10.0,1.0,1944.0,high,1,1,10.0,10
8811-IYVIM,2023-10-04,Organic,2026-10-04,Standard,Annual,,,13.99,732,30,0,naveen,India,Telangana,Male,1992-05-28,,0,,,1070.0,low,0,0,,3
8811-UFVBH,2026-08-22,Paid,2027-08-22,Basic,Annual,,,6.99,219,61,0,nandini,India,Delhi,Male,1987-10-03,2026-09-07,0,90.0,2.0,17.0,med,2,0,80.0,8
8815-BMPJD,2021-07-30,Refferal,2027-07-30,Premium,Monthly,,,22.99,1610,31,0,sameer,India,Gujarat,Male,1990-11-29,,0,,,1866.0,low,0,0,,3
8873-YZTNO,2025-08-22,Paid,2027-08-22,Premium,Annual,,,22.99,1078,34,0,naveen,India,Uttar Pradesh,Female,1972-09-26,,0,,,382.0,low,0,0,,3
8890-GFGQO,2024-02-06,Organic,2027-02-06,Premium,Annual,,,25.99,1530,4,0,kiran,India,Tamil Nadu,Male,1995-10-11,,0,,,945.0,low,0,0,,1
8892-ZKDOV,2023-02-10,Paid,2027-02-10,Basic,Monthly,2026-05-26,Moved to family plan,6.99,293,57,1,deepak,India,Karnataka,Male,2003-06-15,,0,,,1201.0,med,0,0,,7
8904-LAALG,2021-05-20,Organic,2027-05-20,Standard,Monthly,,,15.99,1127,48,0,rohit,India,Maharashtra,Female,1983-12-26,,0,,,1937.0,low,0,0,,5
8977-SLFZH,2023-09-15,Paid,2026-09-15,Premium,Annual,,,25.99,1877,31,0,pallavi,India,Maharashtra,Female,1968-10-06,,0,,,1089.0,low,0,0,,3
8987-ASHFO,2020-07-31,Paid,2021-07-31,Basic,Monthly,2021-04-06,No longer needed,6.99,61,82,1,ruchi,India,Nagaland,Male,1985-06-08,2020-11-20,0,40.0,1.0,249.0,high,1,0,40.0,10
8989-AYSZY,2023-04-05,Paid,2027-04-05,Standard,Annual,,,13.99,1102,29,0,abhishek,India,Tamil Nadu,Female,1998-08-12,,0,,,1252.0,low,0,0,,2
8993-VJPYP,2024-04-05,Refferal,2027-04-05,Standard,Annual,,,15.99,900,16,0,ruchi,India,Maharashtra,Male,2005-05-14,2026-04-04,0,90.0,1.0,886.0,low,1,0,90.0,1
9007-GOTBY,2024-04-15,Organic,2027-04-15,Basic,Monthly,,,6.99,276,54,0,mahesh,India,Bihar,Female,1962-05-08,2025-01-27,0,40.0,1.0,876.0,med,1,0,40.0,6
9011-YEKFB,2020-12-28,Organic,2026-12-28,Basic,Annual,,,7.99,808,23,0,manish,India,Maharashtra,Male,1971-01-15,,0,,,2080.0,low,0,0,,2
9024-HSPLK,2021-12-15,Organic,2026-12-15,Standard,Monthly,,,15.99,1271,72,0,shalini,India,Tamil Nadu,Male,2000-03-02,2025-07-12,0,70.0,1.0,1728.0,high,1,0,70.0,9
9033-LLQFW,2025-10-14,Paid,2026-10-14,Basic,Annual,,,6.99,289,48,0,suresh,India,West Bengal,Male,2004-10-10,,0,,,329.0,low,0,0,,5
9038-HUUNQ,2021-05-07,Organic,2023-05-07,Premium,Monthly,2022-08-06,Switched to competitor,22.99,350,68,1,vishal,India,Haryana,Female,2001-04-24,2021-07-22,1,30.0,1.0,456.0,med,1,1,30.0,9
9054-JBMUE,2023-09-25,Paid,2026-09-25,Standard,Annual,,,15.99,764,34,0,rakesh,India,West Bengal,Female,1989-05-18,2024-02-02,0,100.0,1.0,1079.0,low,1,0,100.0,3
9060-VYKKI,2024-03-16,Paid,2026-03-16,Basic,Monthly,2025-03-17,No longer needed,7.99,105,66,1,prakash,India,Uttar Pradesh,Male,1969-05-30,,0,,,366.0,med,0,0,,9
9064-YFPDS,2025-12-29,Refferal,2026-12-29,Standard,Annual,,,13.99,397,32,0,bhavna,India,Odisha,Female,2000-03-16,2026-04-25,0,60.0,1.0,253.0,low,1,0,60.0,3
9091-PEUDJ,2019-08-01,Paid,2027-08-01,Standard,Annual,,,15.99,1786,23,0,chitra,India,Maharashtra,Female,1968-11-09,,0,,,2595.0,low,0,0,,2
9109-YFKKO,2026-04-25,Organic,2027-04-25,Basic,Monthly,2026-06-19,Switched to competitor,7.99,60,66,1,kabir,India,Odisha,Male,2007-08-19,2026-06-15,0,50.0,2.0,55.0,med,2,0,45.0,9
9115-DHBAV,2019-08-05,Organic,2027-08-05,Premium,Monthly,,,22.99,1834,33,0,aisha,India,Punjab,Female,1972-03-10,,0,,,2591.0,low,0,0,,3
9117-ZFESH,2026-03-25,Paid,2027-03-25,Standard,Annual,,,15.99,526,30,0,mahesh,India,Madhya Pradesh,Male,1994-02-11,,0,,,167.0,low,0,0,,3
9123-JKKZI,2023-02-03,Organic,2027-02-03,Standard,Annual,,,13.99,1217,28,0,nisha,India,Delhi,Female,1961-12-19,2023-05-31,0,100.0,1.0,1313.0,low,1,0,100.0,2
9131-REDWH,2025-12-10,Organic,2026-12-10,Premium,Monthly,,,25.99,499,38,0,raghav,India,Karnataka,Male,1985-07-13,,0,,,272.0,low,0,0,,4
9136-MDDZD,2023-03-07,Organic,2025-03-07,Standard,Monthly,2024-08-21,Too expensive,15.99,306,56,1,divya,India,Gujarat,Male,1995-09-28,2024-01-29,0,50.0,1.0,533.0,med,1,0,50.0,7
9138-XJWXY,2020-09-27,Paid,2026-09-27,Standard,Annual,,,15.99,1997,31,0,manish,India,Uttar Pradesh,Male,1996-11-01,,0,,,2172.0,low,0,0,,3
9140-MWRIF,2022-06-27,Refferal,2023-06-27,Basic,Monthly,2022-09-25,No longer needed,6.99,60,72,1,rakesh,India,Uttar Pradesh,Male,1968-12-12,2022-07-16,1,10.0,2.0,90.0,high,2,1,35.0,9
9143-XTFYO,2022-10-26,Organic,2026-10-26,Basic,Annual,,,7.99,534,40,0,pallavi,India,Madhya Pradesh,Female,1988-06-19,2025-03-01,1,50.0,1.0,1413.0,low,1,1,50.0,4
9151-XPEEH,2025-11-03,Organic,2026-11-03,Standard,Monthly,,,13.99,304,61,0,amit,India,Gujarat,Male,1991-05-04,2026-03-24,0,50.0,2.0,309.0,med,2,0,55.0,8
9153-PBMZK,2019-12-11,Paid,2020-12-11,Standard,Monthly,2020-06-17,Moved to family plan,13.99,92,58,1,keshav,India,Delhi,Male,1972-06-22,2020-04-21,0,40.0,2.0,189.0,med,2,0,50.0,7
9156-CIDIN,2024-01-06,Organic,2027-01-06,Standard,Annual,,,15.99,1088,24,0,madhavi,India,Tamil Nadu,Male,1982-08-21,,0,,,976.0,low,0,0,,2
9177-KEWYZ,2022-11-10,Refferal,2026-11-10,Standard,Monthly,2026-01-13,Moved to family plan,15.99,698,54,1,gaurav,India,Karnataka,Female,1976-03-26,,0,,,1160.0,med,0,0,,6
9177-SIOPM,2020-04-18,Paid,2027-04-18,Standard,Annual,,,13.99,959,17,0,geetha,India,Karnataka,Female,1986-05-10,,0,,,2334.0,low,0,0,,1
9198-WZXGF,2022-03-19,Paid,2027-03-19,Premium,Annual,,,25.99,1858,57,0,rohit,India,Karnataka,Male,2004-02-05,2023-03-22,0,60.0,3.0,1634.0,med,3,0,70.0,7
9200-UNMGP,2021-06-16,Refferal,2022-06-16,Premium,Monthly,2022-01-22,No longer needed,25.99,186,41,1,varun,India,Kerala,Male,2007-08-29,2021-08-02,0,50.0,1.0,220.0,low,1,0,50.0,4
9202-ZYOFV,2025-05-17,Paid,2027-05-17,Basic,Monthly,2026-06-05,Billing issue,6.99,77,75,1,mira,India,West Bengal,Male,2006-10-07,2026-02-13,0,40.0,1.0,384.0,high,1,0,40.0,10
9215-UFRSI,2023-05-31,Organic,2027-05-31,Premium,Monthly,,,22.99,643,53,0,shreya,India,Telangana,Female,1980-07-19,2025-09-05,1,50.0,1.0,1196.0,med,1,1,50.0,6
9220-DWFDH,2022-11-03,Paid,2026-11-03,Premium,Annual,,,25.99,1712,35,0,nandini,India,Tamil Nadu,Female,1983-07-01,,0,,,1405.0,low,0,0,,3
9224-TJZKI,2025-06-09,Paid,2027-06-09,Basic,Annual,,,7.99,327,40,0,vishal,India,Gujarat,Female,1972-07-18,,0,,,456.0,low,0,0,,4
9225-UGJRK,2023-12-12,Paid,2026-12-12,Basic,Annual,,,6.99,386,52,0,rahul,India,Kerala,Female,1965-03-04,2024-08-28,1,50.0,1.0,1001.0,med,1,1,50.0,6
9246-RUMTI,2020-10-08,Refferal,2026-10-08,Basic,Monthly,,,7.99,577,50,0,harsh,India,Haryana,Male,1999-12-17,2024-04-04,0,60.0,1.0,2161.0,med,1,0,60.0,6
9248-EUZIM,2020-01-22,Organic,2027-01-22,Standard,Monthly,,,15.99,1455,44,0,harsh,India,Telangana,Female,1962-06-24,,0,,,2421.0,low,0,0,,5
9257-NXCCV,2020-10-29,Paid,2026-10-29,Standard,Monthly,,,15.99,1354,58,0,aniket,India,Kerala,Male,1963-07-29,,0,,,2140.0,med,0,0,,7
9263-LCQZW,2020-01-15,Organic,2027-01-15,Standard,Annual,,,15.99,1596,26,0,mayank,India,Uttar Pradesh,Male,1978-10-18,2021-07-31,0,70.0,1.0,2428.0,low,1,0,70.0,2
9264-NOEFV,2019-07-31,Organic,2027-07-31,Premium,Monthly,,,25.99,2914,39,0,suresh,India,Uttar Pradesh,Male,1982-05-14,,0,,,2596.0,low,0,0,,4
9265-PLTPV,2025-04-10,Paid,2026-04-10,Basic,Monthly,2025-09-30,Technical problems,7.99,60,65,1,vaishnavi,India,Punjab,Male,1999-03-16,2025-08-07,0,40.0,1.0,173.0,med,1,0,40.0,8
9274-STPKF,2020-08-06,Paid,2022-08-06,Standard,Monthly,2022-07-09,Moved to family plan,15.99,330,52,1,amit,India,Tamil Nadu,Female,1999-06-17,2021-03-25,0,50.0,1.0,702.0,med,1,0,50.0,6
9277-ZDTAJ,2022-04-10,Paid,2027-04-10,Premium,Monthly,,,25.99,1438,62,0,vikram,India,Tamil Nadu,Male,2007-12-02,2024-10-28,1,70.0,1.0,1612.0,med,1,1,70.0,8
9279-VDIXO,2020-07-28,Organic,2027-07-28,Premium,Annual,,,25.99,2516,19,0,prateek,India,Delhi,Female,1976-12-05,,0,,,2233.0,low,0,0,,1
9296-MYNQP,2022-02-22,Organic,2027-02-22,Premium,Annual,,,22.99,2098,26,0,kabir,India,Uttar Pradesh,Female,1987-08-02,2024-08-27,0,70.0,1.0,1659.0,low,1,0,70.0,2
9298-FKWQK,2025-10-19,Paid,2026-10-19,Basic,Annual,,,6.99,231,53,0,pallavi,India,Telangana,Female,1998-05-04,2026-07-19,0,60.0,1.0,324.0,med,1,0,60.0,6
9308-PJMQG,2022-09-07,Paid,2023-09-07,Basic,Monthly,2023-02-26,Billing issue,7.99,60,69,1,vikram,India,Gujarat,Female,2001-09-09,2022-12-12,0,20.0,1.0,172.0,med,1,0,20.0,9
9314-EFPPU,2021-04-10,Paid,2027-04-10,Basic,Annual,,,7.99,735,57,0,prateek,India,Tamil Nadu,Male,2004-09-11,2025-10-18,1,80.0,1.0,1977.0,med,1,1,80.0,7
9314-RTSRU,2025-10-20,Paid,2026-10-20,Standard,Monthly,2025-11-22,Moved to family plan,15.99,60,67,1,nandini,India,Karnataka,Male,1977-02-22,2025-11-21,0,30.0,2.0,33.0,med,2,0,35.0,9
9328-BDFDO,2023-02-05,Refferal,2027-02-05,Basic,Annual,,,7.99,578,32,0,ravi,India,Punjab,Male,1975-12-28,2025-01-20,0,60.0,2.0,1311.0,low,2,1,55.0,3
9332-IAUBT,2022-01-12,Refferal,2027-01-12,Premium,Annual,,,22.99,1724,14,0,divya,India,Tamil Nadu,Male,1977-12-03,2024-07-17,0,60.0,1.0,1700.0,low,1,0,60.0,1
9342-AEFHD,2023-05-20,Organic,2025-05-20,Standard,Monthly,2024-08-03,Switched to competitor,15.99,252,46,1,suresh,India,Madhya Pradesh,Female,2002-11-07,,0,,,441.0,low,0,0,,5
9347-VYALF,2020-12-31,Paid,2026-12-31,Standard,Annual,,,13.99,1440,24,0,tanvi,India,Karnataka,Male,2006-01-08,2024-12-23,0,50.0,1.0,2077.0,low,1,0,50.0,2
9348-JDKDD,2025-10-13,Paid,2026-10-13,Basic,Monthly,,,6.99,145,62,0,prateek,India,Telangana,Male,2002-07-05,,0,,,330.0,med,0,0,,8
9366-LHZCM,2024-03-25,Refferal,2027-03-25,Standard,Monthly,,,15.99,557,51,0,juhi,India,Telangana,Male,1971-11-06,2024-06-01,0,70.0,1.0,897.0,med,1,0,70.0,6
9366-YOYLK,2019-12-01,Paid,2025-12-01,Standard,Monthly,2025-07-16,Moved to family plan,15.99,1148,44,1,harsh,India,Kerala,Male,1972-09-10,,0,,,2054.0,low,0,0,,5
9368-ESNBX,2023-01-10,Paid,2027-01-10,Standard,Monthly,2026-05-08,No longer needed,15.99,643,71,1,mohan,India,Karnataka,Female,1993-01-13,2026-03-18,1,20.0,2.0,1214.0,high,2,1,15.0,9
9379-DMSML,2025-05-26,Organic,2027-05-26,Basic,Annual,,,6.99,237,47,0,ritu,India,Haryana,Male,2005-04-23,,0,,,470.0,low,0,0,,5
9379-YTCHB,2025-11-10,Paid,2026-11-10,Premium,Annual,,,22.99,851,13,0,aarti,India,Telangana,Female,1992-10-12,,0,,,302.0,low,0,0,,1
9383-DPUGH,2022-06-19,Refferal,2027-06-19,Basic,Annual,,,7.99,566,24,0,mahesh,India,Telangana,Female,1969-10-06,,0,,,1542.0,low,0,0,,2
9386-JWNMH,2020-01-24,Refferal,2027-01-24,Basic,Annual,,,6.99,603,30,0,swati,India,Uttar Pradesh,Female,2001-12-05,2021-08-15,1,40.0,1.0,2419.0,low,1,1,40.0,3
9386-TICPX,2026-05-04,Organic,2027-05-04,Premium,Annual,,,25.99,751,17,0,manish,India,Maharashtra,Male,1969-03-25,2026-07-11,0,70.0,1.0,127.0,low,1,0,70.0,1
9387-SKLSI,2025-11-28,Organic,2026-11-28,Basic,Monthly,,,6.99,164,58,0,mahesh,India,Uttar Pradesh,Female,1985-11-12,,0,,,284.0,med,0,0,,7
9399-CJOJS,2024-01-07,Paid,2027-01-07,Basic,Monthly,,,6.99,344,61,0,vaishnavi,India,Delhi,Male,2001-09-19,2025-03-14,0,70.0,1.0,975.0,med,1,0,70.0,8
9399-NNMLR,2025-03-16,Paid,2026-03-16,Standard,Monthly,2025-05-15,Too expensive,15.99,60,85,1,tarun,India,Tamil Nadu,Male,1963-08-28,2025-05-05,0,40.0,2.0,60.0,high,2,1,35.0,10
9411-HFOLC,2025-10-29,Refferal,2026-10-29,Standard,Annual,,,15.99,599,33,0,girish,India,Gujarat,Female,1983-05-21,,0,,,314.0,low,0,0,,3
9425-AAUJN,2024-07-24,Organic,2027-07-24,Basic,Annual,,,6.99,386,40,0,farah,India,Uttar Pradesh,Female,1975-05-26,,0,,,776.0,low,0,0,,4
9446-CTGIH,2022-02-10,Refferal,2027-02-10,Basic,Annual,,,7.99,654,35,0,ruchi,India,Maharashtra,Male,2003-03-17,,0,,,1671.0,low,0,0,,3
9449-BHMCX,2020-10-22,Paid,2021-10-22,Basic,Monthly,2021-01-24,Switched to competitor,6.99,60,59,1,zoya,India,Maharashtra,Female,1990-09-16,2020-12-14,0,50.0,2.0,94.0,med,2,0,60.0,7
9458-EAKKQ,2024-07-04,Organic,2025-07-04,Standard,Monthly,2024-11-29,No longer needed,15.99,69,52,1,aarti,India,Karnataka,Male,1977-08-14,2024-07-31,0,60.0,1.0,148.0,med,1,0,60.0,6
9467-WRJFW,2021-09-13,Organic,2026-09-13,Basic,Annual,,,7.99,636,34,0,mira,India,Karnataka,Female,1977-08-13,,0,,,1821.0,low,0,0,,3
9477-HCHPL,2020-10-29,Paid,2025-10-29,Premium,Monthly,2025-04-18,Billing issue,25.99,1628,61,1,pragya,India,Telangana,Female,2004-12-15,2022-04-21,0,40.0,1.0,1632.0,med,1,0,40.0,8
9482-HASAB,2026-08-21,Organic,2027-08-21,Premium,Annual,,,22.99,690,36,0,imran,India,Karnataka,Male,1978-04-08,,0,,,18.0,low,0,0,,3
9487-KHBAJ,2020-08-13,Refferal,2022-08-13,Basic,Monthly,2021-11-30,Billing issue,6.99,95,65,1,leela,India,Haryana,Female,1962-06-21,2021-03-28,0,50.0,1.0,474.0,med,1,0,50.0,8
9489-YJUPM,2025-05-19,Paid,2026-05-19,Basic,Monthly,2025-09-24,No longer needed,7.99,60,79,1,madhavi,India,Karnataka,Female,1970-07-13,2025-07-11,0,10.0,1.0,128.0,high,1,0,10.0,10
9556-WLEQF,2021-10-23,Paid,2026-10-23,Basic,Annual,,,7.99,643,61,0,akash,India,Maharashtra,Female,1998-01-04,,0,,,1781.0,med,0,0,,8
9597-FEGWA,2021-05-07,Organic,2026-05-07,Basic,Annual,2026-01-20,Switched to competitor,6.99,387,30,1,shalini,India,Punjab,Female,1964-10-28,,0,,,1719.0,low,0,0,,3
9601-YMAPO,2020-09-02,Refferal,2027-09-02,Basic,Annual,,,7.99,734,22,0,rohit,India,Delhi,Female,1975-01-14,,0,,,2197.0,low,0,0,,2
9602-HIZOG,2023-10-25,Paid,2026-10-25,Premium,Monthly,,,22.99,1221,53,0,keshav,India,Tamil Nadu,Male,2005-04-28,,0,,,1049.0,med,0,0,,6
9604-WMQFU,2021-12-29,Paid,2026-12-29,Basic,Monthly,,,6.99,469,55,0,mohan,India,Bihar,Female,2001-10-13,,0,,,1714.0,med,0,0,,7
9609-NYFLD,2026-07-02,Paid,2027-07-02,Standard,Annual,,,15.99,463,34,0,prakash,India,Madhya Pradesh,Male,1963-04-30,,0,,,68.0,low,0,0,,3
9612-DCYOL,2023-07-05,Paid,2027-07-05,Standard,Annual,,,13.99,921,16,0,zoya,India,West Bengal,Female,1997-04-01,,0,,,1161.0,low,0,0,,1
9614-FINNZ,2019-10-29,Refferal,2026-10-29,Premium,Monthly,,,25.99,2126,35,0,kavya,India,Maharashtra,Male,2003-08-23,2022-09-15,0,80.0,1.0,2506.0,low,1,0,80.0,3
9620-WPJDC,2025-07-23,Paid,2027-07-23,Basic,Annual,,,7.99,320,40,0,siddharth,India,Telangana,Male,1986-08-30,,0,,,412.0,low,0,0,,4
9623-PJLEY,2025-08-11,Paid,2026-08-11,Basic,Monthly,2026-07-07,Too expensive,7.99,98,76,1,sunita,India,Odisha,Female,1982-03-04,,0,,,330.0,high,0,0,,10
9626-XBXYV,2021-09-14,Organic,2026-09-14,Premium,Monthly,,,22.99,1915,68,0,manish,India,Madhya Pradesh,Male,1980-11-04,2022-01-24,1,30.0,1.0,1820.0,med,1,1,30.0,9
9630-GHWGB,2023-01-20,Organic,2027-01-20,Basic,Annual,,,6.99,419,22,0,siddharth,India,Maharashtra,Male,1976-12-28,,0,,,1327.0,low,0,0,,2
